WJetAlpgen
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -             37.07              5.49         9.4e-01         1.9e-01         5.2e-06         7.7e-07
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -             37.07              5.49         1.0e+00         2.1e-01         5.2e-06         7.7e-07
         sT_PAS            -inf            +inf               -               -             37.07              5.49         1.0e+00         2.1e-01         5.2e-06         7.7e-07
            Mee        100.0000            +inf               -               -             14.08              3.13         3.8e-01         1.0e-01         2.0e-06         4.4e-07
             sT        240.0000            +inf               -               -              5.32              1.68         3.8e-01         1.5e-01         7.5e-07         2.4e-07
    Mej_1stPair            -inf            +inf               -               -              5.32              1.68         1.0e+00         4.5e-01         7.5e-07         2.4e-07
    Mej_2ndPair            -inf            +inf               -               -              5.32              1.68         1.0e+00         4.5e-01         7.5e-07         2.4e-07


WW
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -          10915.55              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -           4981.85             15.50         4.6e-01         1.4e-03         4.6e-01         1.4e-03
      PassBPTX0          0.0000          1.0000               -               -           4981.85             15.50         1.0e+00         4.4e-03         4.6e-01         1.4e-03
   PassPhysDecl            -inf            +inf               -               -           4981.85             15.50         1.0e+00         4.4e-03         4.6e-01         1.4e-03
PassBeamScraping          0.0000          1.0000               -               -           4981.85             15.50         1.0e+00         4.4e-03         4.6e-01         1.4e-03
PassPrimaryVertex          0.0000          1.0000               -               -           4979.19             15.50         1.0e+00         4.4e-03         4.6e-01         1.4e-03
PassHBHENoiseFilter            -inf            +inf               -               -           4979.19             15.50         1.0e+00         4.4e-03         4.6e-01         1.4e-03
        PassHLT          0.0000          1.0000               -               -           3393.69             14.41         6.8e-01         3.6e-03         3.1e-01         1.3e-03
       nEle_all            -inf            +inf               -               -           3393.69             14.41         1.0e+00         6.0e-03         3.1e-01         1.3e-03
     nEle_PtCut            -inf            +inf               -               -           3393.69             14.41         1.0e+00         6.0e-03         3.1e-01         1.3e-03
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -             49.35              2.09         1.5e-02         6.2e-04         4.5e-03         1.9e-04
Pt1stEle_IDISO_NoOvrlp         25.0000            +inf               -               -             49.35              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -             49.35              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -             49.26              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
Pt2ndEle_IDISO_NoOvrlp         25.0000            +inf               -               -             49.26              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -             49.26              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -             49.26              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -             49.26              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
        Mee_PAS            -inf            +inf               -               -             49.26              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
      sTele_PAS            -inf            +inf               -               -             49.26              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
       nJet_PAS            -inf            +inf               -               -             49.26              2.09         1.0e+00         6.0e-02         4.5e-03         1.9e-04
   Pt1stJet_PAS            -inf            +inf               -               -             36.39              1.79         7.4e-01         4.8e-02         3.3e-03         1.6e-04
  Eta1stJet_PAS            -inf            +inf               -               -             36.39              1.79         1.0e+00         7.0e-02         3.3e-03         1.6e-04
   Pt2ndJet_PAS            -inf            +inf               -               -             21.92              1.39         6.0e-01         4.8e-02         2.0e-03         1.3e-04
  Eta2ndJet_PAS            -inf            +inf               -               -             21.92              1.39         1.0e+00         9.0e-02         2.0e-03         1.3e-04
       nJet_all            -inf            +inf               -               -             21.92              1.39         1.0e+00         9.0e-02         2.0e-03         1.3e-04
     nJet_PtCut            -inf            +inf               -               -             21.92              1.39         1.0e+00         9.0e-02         2.0e-03         1.3e-04
nJet_PtCut_noOvrlp            -inf            +inf               -               -             21.92              1.39         1.0e+00         9.0e-02         2.0e-03         1.3e-04
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -             21.92              1.39         1.0e+00         9.0e-02         2.0e-03         1.3e-04
Pt1stJet_noOvrlp_ID         10.0000            +inf               -               -             21.92              1.39         1.0e+00         9.0e-02         2.0e-03         1.3e-04
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -             21.92              1.39         1.0e+00         9.0e-02         2.0e-03         1.3e-04
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -             20.33              1.34         9.3e-01         8.5e-02         1.9e-03         1.2e-04
Pt2ndJet_noOvrlp_ID         10.0000            +inf               -               -             20.33              1.34         1.0e+00         9.3e-02         1.9e-03         1.2e-04
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -             20.33              1.34         1.0e+00         9.3e-02         1.9e-03         1.2e-04
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -             17.75              1.25         8.7e-01         8.4e-02         1.6e-03         1.1e-04
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -             17.75              1.25         1.0e+00         1.0e-01         1.6e-03         1.1e-04
         sT_PAS            -inf            +inf               -               -             17.75              1.25         1.0e+00         1.0e-01         1.6e-03         1.1e-04
            Mee        100.0000            +inf               -               -             10.21              0.95         5.7e-01         6.7e-02         9.4e-04         8.7e-05
             sT        240.0000            +inf               -               -              2.31              0.45         2.3e-01         4.9e-02         2.1e-04         4.2e-05
    Mej_1stPair            -inf            +inf               -               -              2.31              0.45         1.0e+00         2.8e-01         2.1e-04         4.2e-05
    Mej_2ndPair            -inf            +inf               -               -              2.31              0.45         1.0e+00         2.8e-01         2.1e-04         4.2e-05


QCDPt15
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -   222423370000.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -     1350205608.79        6943910.81         6.1e-03         3.1e-05         6.1e-03         3.1e-05
      PassBPTX0          0.0000          1.0000               -               -     1350205608.79        6943910.81         1.0e+00         7.3e-03         6.1e-03         3.1e-05
   PassPhysDecl            -inf            +inf               -               -     1350205608.79        6943910.81         1.0e+00         7.3e-03         6.1e-03         3.1e-05
PassBeamScraping          0.0000          1.0000               -               -     1350205608.79        6943910.81         1.0e+00         7.3e-03         6.1e-03         3.1e-05
PassPrimaryVertex          0.0000          1.0000               -               -     1349702591.72        6942631.88         1.0e+00         7.3e-03         6.1e-03         3.1e-05
PassHBHENoiseFilter            -inf            +inf               -               -     1349702591.72        6942631.88         1.0e+00         7.3e-03         6.1e-03         3.1e-05
        PassHLT          0.0000          1.0000               -               -      802455947.92        5359824.92         5.9e-01         5.0e-03         3.6e-03         2.4e-05
       nEle_all            -inf            +inf               -               -      802455947.92        5359824.92         1.0e+00         9.4e-03         3.6e-03         2.4e-05
     nEle_PtCut            -inf            +inf               -               -      802455947.92        5359824.92         1.0e+00         9.4e-03         3.6e-03         2.4e-05
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt1stEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt2ndEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
        Mee_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
      sTele_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
       nJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   Pt1stJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
  Eta1stJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   Pt2ndJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
  Eta2ndJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
       nJet_all            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
     nJet_PtCut            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
nJet_PtCut_noOvrlp            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt1stJet_noOvrlp_ID         10.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt2ndJet_noOvrlp_ID         10.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
         sT_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
            Mee        100.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
             sT        240.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
    Mej_1stPair            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
    Mej_2ndPair            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00


TTbar_Madgraph
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -          41885.25              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -          29085.75             15.84         6.9e-01         3.8e-04         6.9e-01         3.8e-04
      PassBPTX0          0.0000          1.0000               -               -          29085.75             15.84         1.0e+00         7.7e-04         6.9e-01         3.8e-04
   PassPhysDecl            -inf            +inf               -               -          29085.75             15.84         1.0e+00         7.7e-04         6.9e-01         3.8e-04
PassBeamScraping          0.0000          1.0000               -               -          29085.15             15.84         1.0e+00         7.7e-04         6.9e-01         3.8e-04
PassPrimaryVertex          0.0000          1.0000               -               -          29071.69             15.85         1.0e+00         7.7e-04         6.9e-01         3.8e-04
PassHBHENoiseFilter            -inf            +inf               -               -          29071.69             15.85         1.0e+00         7.7e-04         6.9e-01         3.8e-04
        PassHLT          0.0000          1.0000               -               -          24504.92             16.94         8.4e-01         7.4e-04         5.9e-01         4.0e-04
       nEle_all            -inf            +inf               -               -          24504.92             16.94         1.0e+00         9.8e-04         5.9e-01         4.0e-04
     nEle_PtCut            -inf            +inf               -               -          24504.92             16.94         1.0e+00         9.8e-04         5.9e-01         4.0e-04
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -            214.42              2.45         8.8e-03         1.0e-04         5.1e-03         5.9e-05
Pt1stEle_IDISO_NoOvrlp         25.0000            +inf               -               -            214.42              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -            214.42              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -            214.40              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
Pt2ndEle_IDISO_NoOvrlp         25.0000            +inf               -               -            214.40              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -            214.40              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -            214.28              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -            214.28              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
        Mee_PAS            -inf            +inf               -               -            214.28              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
      sTele_PAS            -inf            +inf               -               -            214.28              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
       nJet_PAS            -inf            +inf               -               -            214.28              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
   Pt1stJet_PAS            -inf            +inf               -               -            214.28              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
  Eta1stJet_PAS            -inf            +inf               -               -            214.28              2.45         1.0e+00         1.6e-02         5.1e-03         5.9e-05
   Pt2ndJet_PAS            -inf            +inf               -               -            211.26              2.44         9.9e-01         1.6e-02         5.0e-03         5.8e-05
  Eta2ndJet_PAS            -inf            +inf               -               -            211.26              2.44         1.0e+00         1.6e-02         5.0e-03         5.8e-05
       nJet_all            -inf            +inf               -               -            211.26              2.44         1.0e+00         1.6e-02         5.0e-03         5.8e-05
     nJet_PtCut            -inf            +inf               -               -            211.26              2.44         1.0e+00         1.6e-02         5.0e-03         5.8e-05
nJet_PtCut_noOvrlp            -inf            +inf               -               -            211.26              2.44         1.0e+00         1.6e-02         5.0e-03         5.8e-05
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -            211.26              2.44         1.0e+00         1.6e-02         5.0e-03         5.8e-05
Pt1stJet_noOvrlp_ID         10.0000            +inf               -               -            211.26              2.44         1.0e+00         1.6e-02         5.0e-03         5.8e-05
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -            211.26              2.44         1.0e+00         1.6e-02         5.0e-03         5.8e-05
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -            209.37              2.42         9.9e-01         1.6e-02         5.0e-03         5.8e-05
Pt2ndJet_noOvrlp_ID         10.0000            +inf               -               -            209.37              2.42         1.0e+00         1.6e-02         5.0e-03         5.8e-05
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -            209.37              2.42         1.0e+00         1.6e-02         5.0e-03         5.8e-05
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -            201.77              2.38         9.6e-01         1.6e-02         4.8e-03         5.7e-05
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -            201.77              2.38         1.0e+00         1.7e-02         4.8e-03         5.7e-05
         sT_PAS            -inf            +inf               -               -            201.77              2.38         1.0e+00         1.7e-02         4.8e-03         5.7e-05
            Mee        100.0000            +inf               -               -            104.64              1.72         5.2e-01         1.0e-02         2.5e-03         4.1e-05
             sT        240.0000            +inf               -               -             71.66              1.42         6.8e-01         1.8e-02         1.7e-03         3.4e-05
    Mej_1stPair            -inf            +inf               -               -             71.66              1.42         1.0e+00         2.8e-02         1.7e-03         3.4e-05
    Mej_2ndPair            -inf            +inf               -               -             71.66              1.42         1.0e+00         2.8e-02         1.7e-03         3.4e-05


LQenujj_M300
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -            153.58              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -            148.44              0.08         9.7e-01         5.4e-04         9.7e-01         5.4e-04
      PassBPTX0          0.0000          1.0000               -               -            148.44              0.08         1.0e+00         7.9e-04         9.7e-01         5.4e-04
   PassPhysDecl            -inf            +inf               -               -            148.44              0.08         1.0e+00         7.9e-04         9.7e-01         5.4e-04
PassBeamScraping          0.0000          1.0000               -               -            148.44              0.08         1.0e+00         7.9e-04         9.7e-01         5.4e-04
PassPrimaryVertex          0.0000          1.0000               -               -            148.38              0.08         1.0e+00         8.0e-04         9.7e-01         5.5e-04
PassHBHENoiseFilter            -inf            +inf               -               -            148.38              0.08         1.0e+00         8.0e-04         9.7e-01         5.5e-04
        PassHLT          0.0000          1.0000               -               -            147.34              0.09         9.9e-01         8.4e-04         9.6e-01         6.0e-04
       nEle_all            -inf            +inf               -               -            147.34              0.09         1.0e+00         8.8e-04         9.6e-01         6.0e-04
     nEle_PtCut            -inf            +inf               -               -            147.34              0.09         1.0e+00         8.8e-04         9.6e-01         6.0e-04
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -              0.14              0.01         9.8e-04         9.5e-05         9.4e-04         9.1e-05
Pt1stEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
Pt2ndEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
        Mee_PAS            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
      sTele_PAS            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
       nJet_PAS            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
   Pt1stJet_PAS            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
  Eta1stJet_PAS            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.4e-04         9.1e-05
   Pt2ndJet_PAS            -inf            +inf               -               -              0.14              0.01         9.8e-01         1.4e-01         9.2e-04         9.1e-05
  Eta2ndJet_PAS            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.2e-04         9.1e-05
       nJet_all            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.2e-04         9.1e-05
     nJet_PtCut            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.2e-04         9.1e-05
nJet_PtCut_noOvrlp            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.2e-04         9.1e-05
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.2e-04         9.1e-05
Pt1stJet_noOvrlp_ID         10.0000            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.2e-04         9.1e-05
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.2e-04         9.1e-05
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -              0.14              0.01         9.9e-01         1.4e-01         9.1e-04         9.1e-05
Pt2ndJet_noOvrlp_ID         10.0000            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.1e-04         9.1e-05
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -              0.14              0.01         1.0e+00         1.4e-01         9.1e-04         9.1e-05
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -              0.13              0.01         9.6e-01         1.4e-01         8.7e-04         9.1e-05
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -              0.13              0.01         1.0e+00         1.5e-01         8.7e-04         9.1e-05
         sT_PAS            -inf            +inf               -               -              0.13              0.01         1.0e+00         1.5e-01         8.7e-04         9.1e-05
            Mee        100.0000            +inf               -               -              0.11              0.01         8.1e-01         1.2e-01         7.0e-04         7.8e-05
             sT        240.0000            +inf               -               -              0.10              0.01         9.7e-01         1.5e-01         6.8e-04         7.8e-05
    Mej_1stPair            -inf            +inf               -               -              0.10              0.01         1.0e+00         1.6e-01         6.8e-04         7.8e-05
    Mej_2ndPair            -inf            +inf               -               -              0.10              0.01         1.0e+00         1.6e-01         6.8e-04         7.8e-05


TTbar_Pythia
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -          41885.25              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -          28655.88             24.49         6.8e-01         5.8e-04         6.8e-01         5.8e-04
      PassBPTX0          0.0000          1.0000               -               -          28655.88             24.49         1.0e+00         1.2e-03         6.8e-01         5.8e-04
   PassPhysDecl            -inf            +inf               -               -          28655.88             24.49         1.0e+00         1.2e-03         6.8e-01         5.8e-04
PassBeamScraping          0.0000          1.0000               -               -          28655.49             24.49         1.0e+00         1.2e-03         6.8e-01         5.8e-04
PassPrimaryVertex          0.0000          1.0000               -               -          28645.15             24.50         1.0e+00         1.2e-03         6.8e-01         5.8e-04
PassHBHENoiseFilter            -inf            +inf               -               -          28645.15             24.50         1.0e+00         1.2e-03         6.8e-01         5.8e-04
        PassHLT          0.0000          1.0000               -               -          24008.48             26.06         8.4e-01         1.2e-03         5.7e-01         6.2e-04
       nEle_all            -inf            +inf               -               -          24008.48             26.06         1.0e+00         1.5e-03         5.7e-01         6.2e-04
     nEle_PtCut            -inf            +inf               -               -          24008.48             26.06         1.0e+00         1.5e-03         5.7e-01         6.2e-04
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -            208.30              3.71         8.7e-03         1.5e-04         5.0e-03         8.8e-05
Pt1stEle_IDISO_NoOvrlp         25.0000            +inf               -               -            208.30              3.71         1.0e+00         2.5e-02         5.0e-03         8.8e-05
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -            208.30              3.71         1.0e+00         2.5e-02         5.0e-03         8.8e-05
