WJetAlpgen
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
      sTele_PAS            -inf            +inf               -               -            170.60              2.19         1.0e+00         1.8e-02         4.1e-03         5.2e-05
       nJet_PAS            -inf            +inf               -               -            170.60              2.19         1.0e+00         1.8e-02         4.1e-03         5.2e-05
   Pt1stJet_PAS            -inf            +inf               -               -            167.19              2.17         9.8e-01         1.8e-02         4.0e-03         5.2e-05
  Eta1stJet_PAS            -inf            +inf               -               -            167.19              2.17         1.0e+00         1.8e-02         4.0e-03         5.2e-05
   Pt2ndJet_PAS            -inf            +inf               -               -            133.61              1.94         8.0e-01         1.6e-02         3.2e-03         4.6e-05
  Eta2ndJet_PAS            -inf            +inf               -               -            133.61              1.94         1.0e+00         2.1e-02         3.2e-03         4.6e-05
       nJet_all            -inf            +inf               -               -            133.61              1.94         1.0e+00         2.1e-02         3.2e-03         4.6e-05
     nJet_PtCut            -inf            +inf               -               -            133.61              1.94         1.0e+00         2.1e-02         3.2e-03         4.6e-05
nJet_PtCut_noOvrlp            -inf            +inf               -               -            133.61              1.94         1.0e+00         2.1e-02         3.2e-03         4.6e-05
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -            133.61              1.94         1.0e+00         2.1e-02         3.2e-03         4.6e-05
Pt1stJet_noOvrlp_ID         30.0000            +inf               -               -            133.61              1.94         1.0e+00         2.1e-02         3.2e-03         4.6e-05
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -            133.61              1.94         1.0e+00         2.1e-02         3.2e-03         4.6e-05
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -            132.54              1.93         9.9e-01         2.0e-02         3.2e-03         4.6e-05
Pt2ndJet_noOvrlp_ID         30.0000            +inf               -               -            132.54              1.93         1.0e+00         2.1e-02         3.2e-03         4.6e-05
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -            132.54              1.93         1.0e+00         2.1e-02         3.2e-03         4.6e-05
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -            129.29              1.91         9.8e-01         2.0e-02         3.1e-03         4.6e-05
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -            129.29              1.91         1.0e+00         2.1e-02         3.1e-03         4.6e-05
         sT_PAS            -inf            +inf               -               -            129.29              1.91         1.0e+00         2.1e-02         3.1e-03         4.6e-05
            Mee        100.0000            +inf               -               -             75.33              1.46         5.8e-01         1.4e-02         1.8e-03         3.5e-05
             sT        300.0000            +inf               -               -             34.76              0.99         4.6e-01         1.6e-02         8.3e-04         2.4e-05
    Mej_1stPair            -inf            +inf               -               -             34.76              0.99         1.0e+00         4.0e-02         8.3e-04         2.4e-05
    Mej_2ndPair            -inf            +inf               -               -             34.76              0.99         1.0e+00         4.0e-02         8.3e-04         2.4e-05


LQenujj_M300
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -            153.58              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -            148.44              0.08         9.7e-01         5.4e-04         9.7e-01         5.4e-04
      PassBPTX0          0.0000          1.0000               -               -            148.44              0.08         1.0e+00         7.9e-04         9.7e-01         5.4e-04
   PassPhysDecl            -inf            +inf               -               -            148.44              0.08         1.0e+00         7.9e-04         9.7e-01         5.4e-04
PassBeamScraping          0.0000          1.0000               -               -            148.44              0.08         1.0e+00         7.9e-04         9.7e-01         5.4e-04
PassPrimaryVertex          0.0000          1.0000               -               -            148.38              0.08         1.0e+00         8.0e-04         9.7e-01         5.5e-04
PassHBHENoiseFilter            -inf            +inf               -               -            148.38              0.08         1.0e+00         8.0e-04         9.7e-01         5.5e-04
        PassHLT          0.0000          1.0000               -               -            147.34              0.09         9.9e-01         8.4e-04         9.6e-01         6.0e-04
       nEle_all            -inf            +inf               -               -            147.34              0.09         1.0e+00         8.8e-04         9.6e-01         6.0e-04
     nEle_PtCut            -inf            +inf               -               -            147.34              0.09         1.0e+00         8.8e-04         9.6e-01         6.0e-04
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -              0.13              0.01         8.6e-04         8.8e-05         8.3e-04         8.5e-05
Pt1stEle_IDISO_NoOvrlp         30.0000            +inf               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
Pt2ndEle_IDISO_NoOvrlp         30.0000            +inf               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
        Mee_PAS            -inf            +inf               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
      sTele_PAS            -inf            +inf               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
       nJet_PAS            -inf            +inf               -               -              0.13              0.01         1.0e+00         1.4e-01         8.3e-04         8.5e-05
   Pt1stJet_PAS            -inf            +inf               -               -              0.13              0.01         9.9e-01         1.4e-01         8.2e-04         8.5e-05
  Eta1stJet_PAS            -inf            +inf               -               -              0.13              0.01         1.0e+00         1.5e-01         8.2e-04         8.5e-05
   Pt2ndJet_PAS            -inf            +inf               -               -              0.11              0.01         8.4e-01         1.3e-01         6.9e-04         7.8e-05
  Eta2ndJet_PAS            -inf            +inf               -               -              0.11              0.01         1.0e+00         1.6e-01         6.9e-04         7.8e-05
       nJet_all            -inf            +inf               -               -              0.11              0.01         1.0e+00         1.6e-01         6.9e-04         7.8e-05
     nJet_PtCut            -inf            +inf               -               -              0.11              0.01         1.0e+00         1.6e-01         6.9e-04         7.8e-05
nJet_PtCut_noOvrlp            -inf            +inf               -               -              0.11              0.01         1.0e+00         1.6e-01         6.9e-04         7.8e-05
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -              0.11              0.01         1.0e+00         1.6e-01         6.9e-04         7.8e-05
Pt1stJet_noOvrlp_ID         30.0000            +inf               -               -              0.11              0.01         1.0e+00         1.6e-01         6.9e-04         7.8e-05
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -              0.11              0.01         1.0e+00         1.6e-01         6.9e-04         7.8e-05
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -              0.10              0.01         9.9e-01         1.6e-01         6.8e-04         7.8e-05
Pt2ndJet_noOvrlp_ID         30.0000            +inf               -               -              0.10              0.01         1.0e+00         1.6e-01         6.8e-04         7.8e-05
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -              0.10              0.01         1.0e+00         1.6e-01         6.8e-04         7.8e-05
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -              0.10              0.01         9.7e-01         1.6e-01         6.6e-04         7.8e-05
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -              0.10              0.01         1.0e+00         1.7e-01         6.6e-04         7.8e-05
         sT_PAS            -inf            +inf               -               -              0.10              0.01         1.0e+00         1.7e-01         6.6e-04         7.8e-05
            Mee        100.0000            +inf               -               -              0.09              0.01         8.3e-01         1.5e-01         5.5e-04         7.2e-05
             sT        300.0000            +inf               -               -              0.08              0.01         8.9e-01         1.7e-01         4.9e-04         6.5e-05
    Mej_1stPair            -inf            +inf               -               -              0.08              0.01         1.0e+00         1.9e-01         4.9e-04         6.5e-05
    Mej_2ndPair            -inf            +inf               -               -              0.08              0.01         1.0e+00         1.9e-01         4.9e-04         6.5e-05


TTbar_Pythia
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -          41885.25              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -          28655.88             24.49         6.8e-01         5.8e-04         6.8e-01         5.8e-04
      PassBPTX0          0.0000          1.0000               -               -          28655.88             24.49         1.0e+00         1.2e-03         6.8e-01         5.8e-04
   PassPhysDecl            -inf            +inf               -               -          28655.88             24.49         1.0e+00         1.2e-03         6.8e-01         5.8e-04
PassBeamScraping          0.0000          1.0000               -               -          28655.49             24.49         1.0e+00         1.2e-03         6.8e-01         5.8e-04
PassPrimaryVertex          0.0000          1.0000               -               -          28645.15             24.50         1.0e+00         1.2e-03         6.8e-01         5.8e-04
PassHBHENoiseFilter            -inf            +inf               -               -          28645.15             24.50         1.0e+00         1.2e-03         6.8e-01         5.8e-04
        PassHLT          0.0000          1.0000               -               -          24008.48             26.06         8.4e-01         1.2e-03         5.7e-01         6.2e-04
       nEle_all            -inf            +inf               -               -          24008.48             26.06         1.0e+00         1.5e-03         5.7e-01         6.2e-04
     nEle_PtCut            -inf            +inf               -               -          24008.48             26.06         1.0e+00         1.5e-03         5.7e-01         6.2e-04
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -            166.21              3.31         6.9e-03         1.4e-04         4.0e-03         7.9e-05
Pt1stEle_IDISO_NoOvrlp         30.0000            +inf               -               -            166.21              3.31         1.0e+00         2.8e-02         4.0e-03         7.9e-05
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -            166.21              3.31         1.0e+00         2.8e-02         4.0e-03         7.9e-05
