WJetAlpgen
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
nJet_PtCut_noOvrlp            -inf            +inf               -               -              0.20              0.01         1.0e+00         3.5e-02         1.3e-02         3.3e-04
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -              0.11              0.00         5.6e-01         2.4e-02         7.4e-03         2.7e-04
Pt1stJet_noOvrlp_ID         20.0000            +inf               -               -              0.11              0.00         1.0e+00         5.1e-02         7.4e-03         2.7e-04
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -              0.11              0.00         1.0e+00         5.1e-02         7.4e-03         2.7e-04
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -              0.10              0.00         9.4e-01         4.9e-02         7.0e-03         2.7e-04
Pt2ndJet_noOvrlp_ID         20.0000            +inf               -               -              0.10              0.00         1.0e+00         5.4e-02         7.0e-03         2.7e-04
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -              0.10              0.00         1.0e+00         5.4e-02         7.0e-03         2.7e-04
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -              0.10              0.00         9.2e-01         5.2e-02         6.4e-03         2.7e-04
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -              0.10              0.00         1.0e+00         5.8e-02         6.4e-03         2.7e-04
minDRej_selecPairs          0.7000            +inf               -               -              0.10              0.00         9.8e-01         5.1e-02         6.3e-03         2.0e-04
minDRej_unselPairs          0.7000            +inf               -               -              0.09              0.00         9.7e-01         4.4e-02         6.1e-03         2.0e-04
   Pt1stJet_PAS            -inf            +inf               -               -              0.09              0.00         1.0e+00         4.6e-02         6.1e-03         2.0e-04
  Eta1stJet_PAS            -inf            +inf               -               -              0.09              0.00         1.0e+00         4.6e-02         6.1e-03         2.0e-04
   Pt2ndJet_PAS            -inf            +inf               -               -              0.09              0.00         1.0e+00         4.6e-02         6.1e-03         2.0e-04
  Eta2ndJet_PAS            -inf            +inf               -               -              0.09              0.00         1.0e+00         4.6e-02         6.1e-03         2.0e-04
         sT_PAS            -inf            +inf               -               -              0.09              0.00         1.0e+00         4.6e-02         6.1e-03         2.0e-04
Mej_1stPair_PAS            -inf            +inf               -               -              0.09              0.00         1.0e+00         4.6e-02         6.1e-03         2.0e-04
Mej_2ndPair_PAS            -inf            +inf               -               -              0.09              0.00         1.0e+00         4.6e-02         6.1e-03         2.0e-04
            Mee        100.0000            +inf               -               -              0.01              0.00         9.8e-02         1.1e-02         6.0e-04         6.6e-05
             sT        280.0000            +inf               -               -              0.00              0.00         2.2e-01         1.1e-01         1.3e-04         6.6e-05
   minDeltaR_ej            -inf            +inf               -               -              0.00              0.00         1.0e+00         7.1e-01         1.3e-04         6.6e-05
   maxDeltaR_ej            -inf            +inf               -               -              0.00              0.00         1.0e+00         7.1e-01         1.3e-04         6.6e-05
    Mej_1stPair            -inf            +inf               -               -              0.00              0.00         1.0e+00         7.1e-01         1.3e-04         6.6e-05
    Mej_2ndPair            -inf            +inf               -               -              0.00              0.00         1.0e+00         7.1e-01         1.3e-04         6.6e-05


LQeejj_M200
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -              9.84              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -              9.80              0.00         1.0e+00         3.0e-04         1.0e+00         3.0e-04
      PassBPTX0          0.0000          1.0000               -               -              9.80              0.00         1.0e+00         4.3e-04         1.0e+00         3.0e-04
   PassPhysDecl            -inf            +inf               -               -              9.80              0.00         1.0e+00         4.3e-04         1.0e+00         3.0e-04
PassBeamScraping          0.0000          1.0000               -               -              9.80              0.00         1.0e+00         4.3e-04         1.0e+00         3.0e-04
PassPrimaryVertex          0.0000          1.0000               -               -              9.79              0.00         1.0e+00         4.3e-04         1.0e+00         3.0e-04
PassHBHENoiseFilter            -inf            +inf               -               -              9.79              0.00         1.0e+00         4.3e-04         1.0e+00         3.0e-04
        PassHLT            -inf            +inf               -               -              9.79              0.00         1.0e+00         4.3e-04         1.0e+00         3.0e-04
       nEle_all            -inf            +inf               -               -              9.79              0.00         1.0e+00         4.3e-04         1.0e+00         3.0e-04
     nEle_PtCut            -inf            +inf               -               -              9.79              0.00         1.0e+00         4.3e-04         1.0e+00         3.0e-04
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -              6.00              0.02         6.1e-01         2.2e-03         6.1e-01         2.1e-03
Pt1stEle_IDISO_NoOvrlp         25.0000            +inf               -               -              6.00              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -              6.00              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -              6.00              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
Pt2ndEle_IDISO_NoOvrlp         25.0000            +inf               -               -              6.00              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -              6.00              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -              5.99              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -              5.99              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
        Mee_PAS            -inf            +inf               -               -              5.99              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
      sTele_PAS            -inf            +inf               -               -              5.99              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
       nJet_PAS            -inf            +inf               -               -              5.99              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
       nJet_all            -inf            +inf               -               -              5.99              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
     nJet_PtCut            -inf            +inf               -               -              5.99              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
nJet_PtCut_noOvrlp            -inf            +inf               -               -              5.99              0.02         1.0e+00         5.0e-03         6.1e-01         2.1e-03
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -              5.83              0.02         9.7e-01         5.0e-03         5.9e-01         2.2e-03
Pt1stJet_noOvrlp_ID         20.0000            +inf               -               -              5.83              0.02         1.0e+00         5.3e-03         5.9e-01         2.2e-03
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -              5.83              0.02         1.0e+00         5.3e-03         5.9e-01         2.2e-03
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -              5.81              0.02         1.0e+00         5.3e-03         5.9e-01         2.2e-03
Pt2ndJet_noOvrlp_ID         20.0000            +inf               -               -              5.81              0.02         1.0e+00         5.4e-03         5.9e-01         2.2e-03
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -              5.81              0.02         1.0e+00         5.4e-03         5.9e-01         2.2e-03
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -              5.68              0.02         9.8e-01         5.3e-03         5.8e-01         2.2e-03
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -              5.68              0.02         1.0e+00         5.5e-03         5.8e-01         2.2e-03
minDRej_selecPairs          0.7000            +inf               -               -              5.61              0.02         9.9e-01         5.4e-03         5.7e-01         2.2e-03
minDRej_unselPairs          0.7000            +inf               -               -              5.41              0.02         9.6e-01         5.5e-03         5.5e-01         2.2e-03
   Pt1stJet_PAS            -inf            +inf               -               -              5.41              0.02         1.0e+00         5.8e-03         5.5e-01         2.2e-03
  Eta1stJet_PAS            -inf            +inf               -               -              5.41              0.02         1.0e+00         5.8e-03         5.5e-01         2.2e-03
   Pt2ndJet_PAS            -inf            +inf               -               -              5.41              0.02         1.0e+00         5.8e-03         5.5e-01         2.2e-03
  Eta2ndJet_PAS            -inf            +inf               -               -              5.41              0.02         1.0e+00         5.8e-03         5.5e-01         2.2e-03
         sT_PAS            -inf            +inf               -               -              5.41              0.02         1.0e+00         5.8e-03         5.5e-01         2.2e-03
Mej_1stPair_PAS            -inf            +inf               -               -              5.41              0.02         1.0e+00         5.8e-03         5.5e-01         2.2e-03
Mej_2ndPair_PAS            -inf            +inf               -               -              5.41              0.02         1.0e+00         5.8e-03         5.5e-01         2.2e-03
            Mee        100.0000            +inf               -               -              4.35              0.02         8.0e-01         5.2e-03         4.4e-01         2.2e-03
             sT        280.0000            +inf               -               -              4.11              0.02         9.4e-01         7.0e-03         4.2e-01         2.2e-03
   minDeltaR_ej            -inf            +inf               -               -              4.11              0.02         1.0e+00         7.6e-03         4.2e-01         2.2e-03
   maxDeltaR_ej            -inf            +inf               -               -              4.11              0.02         1.0e+00         7.6e-03         4.2e-01         2.2e-03
    Mej_1stPair            -inf            +inf               -               -              4.11              0.02         1.0e+00         7.6e-03         4.2e-01         2.2e-03
    Mej_2ndPair            -inf            +inf               -               -              4.11              0.02         1.0e+00         7.6e-03         4.2e-01         2.2e-03


QCD_Madgraph
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -        5933924.89              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -         834592.97            637.92         1.4e-01         1.1e-04         1.4e-01         1.1e-04
      PassBPTX0          0.0000          1.0000               -               -         834592.97            637.92         1.0e+00         1.1e-03         1.4e-01         1.1e-04
   PassPhysDecl            -inf            +inf               -               -         834592.97            637.92         1.0e+00         1.1e-03         1.4e-01         1.1e-04
PassBeamScraping          0.0000          1.0000               -               -         834587.13            637.91         1.0e+00         1.1e-03         1.4e-01         1.1e-04
PassPrimaryVertex          0.0000          1.0000               -               -         834390.48            637.85         1.0e+00         1.1e-03         1.4e-01         1.1e-04
PassHBHENoiseFilter            -inf            +inf               -               -         834390.48            637.85         1.0e+00         1.1e-03         1.4e-01         1.1e-04
        PassHLT            -inf            +inf               -               -         834390.48            637.85         1.0e+00         1.1e-03         1.4e-01         1.1e-04
       nEle_all            -inf            +inf               -               -         834390.48            637.85         1.0e+00         1.1e-03         1.4e-01         1.1e-04
     nEle_PtCut            -inf            +inf               -               -         834390.48            637.85         1.0e+00         1.1e-03         1.4e-01         1.1e-04
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -              0.60              0.60         7.2e-07         7.2e-07         1.0e-07         1.0e-07
Pt1stEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
Pt2ndEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
        Mee_PAS            -inf            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
      sTele_PAS            -inf            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
       nJet_PAS            -inf            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
       nJet_all            -inf            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
     nJet_PtCut            -inf            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
nJet_PtCut_noOvrlp            -inf            +inf               -               -              0.60              0.60         1.0e+00         1.4e+00         1.0e-07         1.0e-07
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt1stJet_noOvrlp_ID         20.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt2ndJet_noOvrlp_ID         20.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
minDRej_selecPairs          0.7000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
minDRej_unselPairs          0.7000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   Pt1stJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
  Eta1stJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   Pt2ndJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
  Eta2ndJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
         sT_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Mej_1stPair_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Mej_2ndPair_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
            Mee        100.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
             sT        280.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   minDeltaR_ej            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   maxDeltaR_ej            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
    Mej_1stPair            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
    Mej_2ndPair            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00


LQenujj_M400
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -              0.09              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -              0.08              0.00         9.6e-01         0.0e+00         9.6e-01         0.0e+00
      PassBPTX0          0.0000          1.0000               -               -              0.08              0.00         1.0e+00         0.0e+00         9.6e-01         0.0e+00
   PassPhysDecl            -inf            +inf               -               -              0.08              0.00         1.0e+00         0.0e+00         9.6e-01         0.0e+00
PassBeamScraping          0.0000          1.0000               -               -              0.08              0.00         1.0e+00         0.0e+00         9.6e-01         0.0e+00
PassPrimaryVertex          0.0000          1.0000               -               -              0.08              0.00         1.0e+00         0.0e+00         9.6e-01         0.0e+00
PassHBHENoiseFilter            -inf            +inf               -               -              0.08              0.00         1.0e+00         0.0e+00         9.6e-01         0.0e+00
        PassHLT            -inf            +inf               -               -              0.08              0.00         1.0e+00         0.0e+00         9.6e-01         0.0e+00
       nEle_all            -inf            +inf               -               -              0.08              0.00         1.0e+00         0.0e+00         9.6e-01         0.0e+00
     nEle_PtCut            -inf            +inf               -               -              0.08              0.00         1.0e+00         0.0e+00         9.6e-01         0.0e+00
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt1stEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt2ndEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
        Mee_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
      sTele_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
       nJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
       nJet_all            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
     nJet_PtCut            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
nJet_PtCut_noOvrlp            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt1stJet_noOvrlp_ID         20.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Pt2ndJet_noOvrlp_ID         20.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
minDRej_selecPairs          0.7000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
minDRej_unselPairs          0.7000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   Pt1stJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
  Eta1stJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   Pt2ndJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
  Eta2ndJet_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
         sT_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Mej_1stPair_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
Mej_2ndPair_PAS            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
            Mee        100.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
             sT        280.0000            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   minDeltaR_ej            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
   maxDeltaR_ej            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
    Mej_1stPair            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00
    Mej_2ndPair            -inf            +inf               -               -              0.00              0.00         0.0e+00         0.0e+00         0.0e+00         0.0e+00


LQeejj_M300
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
      PassBPTX0          0.0000          1.0000               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
   PassPhysDecl            -inf            +inf               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
PassBeamScraping          0.0000          1.0000               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
PassPrimaryVertex          0.0000          1.0000               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
PassHBHENoiseFilter            -inf            +inf               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
        PassHLT            -inf            +inf               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
       nEle_all            -inf            +inf               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
     nEle_PtCut            -inf            +inf               -               -              1.00              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -              0.66              0.00         6.6e-01         2.0e-03         6.6e-01         2.0e-03
Pt1stEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
Pt2ndEle_IDISO_NoOvrlp         25.0000            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
        Mee_PAS            -inf            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
      sTele_PAS            -inf            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
       nJet_PAS            -inf            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
       nJet_all            -inf            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
     nJet_PtCut            -inf            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
nJet_PtCut_noOvrlp            -inf            +inf               -               -              0.66              0.00         1.0e+00         4.3e-03         6.6e-01         2.0e-03
nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -              0.65              0.00         9.9e-01         4.3e-03         6.5e-01         2.0e-03
Pt1stJet_noOvrlp_ID         20.0000            +inf               -               -              0.65              0.00         1.0e+00         4.4e-03         6.5e-01         2.0e-03
Eta1stJet_noOvrlp_ID            -inf            +inf               -               -              0.65              0.00         1.0e+00         4.4e-03         6.5e-01         2.0e-03
mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -              0.65              0.00         1.0e+00         4.4e-03         6.5e-01         2.0e-03
Pt2ndJet_noOvrlp_ID         20.0000            +inf               -               -              0.65              0.00         1.0e+00         4.4e-03         6.5e-01         2.0e-03
Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -              0.65              0.00         1.0e+00         4.4e-03         6.5e-01         2.0e-03
mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -              0.64              0.00         9.9e-01         4.3e-03         6.4e-01         2.0e-03
maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -              0.64              0.00         1.0e+00         4.4e-03         6.4e-01         2.0e-03
minDRej_selecPairs          0.7000            +inf               -               -              0.63              0.00         9.9e-01         4.4e-03         6.3e-01         2.0e-03
minDRej_unselPairs          0.7000            +inf               -               -              0.60              0.00         9.6e-01         4.4e-03         6.0e-01         2.0e-03
   Pt1stJet_PAS            -inf            +inf               -               -              0.60              0.00         1.0e+00         4.7e-03         6.0e-01         2.0e-03
  Eta1stJet_PAS            -inf            +inf               -               -              0.60              0.00         1.0e+00         4.7e-03         6.0e-01         2.0e-03
   Pt2ndJet_PAS            -inf            +inf               -               -              0.60              0.00         1.0e+00         4.7e-03         6.0e-01         2.0e-03
  Eta2ndJet_PAS            -inf            +inf               -               -              0.60              0.00         1.0e+00         4.7e-03         6.0e-01         2.0e-03
         sT_PAS            -inf            +inf               -               -              0.60              0.00         1.0e+00         4.7e-03         6.0e-01         2.0e-03
Mej_1stPair_PAS            -inf            +inf               -               -              0.60              0.00         1.0e+00         4.7e-03         6.0e-01         2.0e-03
Mej_2ndPair_PAS            -inf            +inf               -               -              0.60              0.00         1.0e+00         4.7e-03         6.0e-01         2.0e-03
            Mee        100.0000            +inf               -               -              0.55              0.00         9.1e-01         4.5e-03         5.5e-01         2.0e-03
             sT        280.0000            +inf               -               -              0.55              0.00         1.0e+00         5.1e-03         5.5e-01         2.0e-03
   minDeltaR_ej            -inf            +inf               -               -              0.55              0.00         1.0e+00         5.2e-03         5.5e-01         2.0e-03
   maxDeltaR_ej            -inf            +inf               -               -              0.55              0.00         1.0e+00         5.2e-03         5.5e-01         2.0e-03
    Mej_1stPair            -inf            +inf               -               -              0.55              0.00         1.0e+00         5.2e-03         5.5e-01         2.0e-03
    Mej_2ndPair            -inf            +inf               -               -              0.55              0.00         1.0e+00         5.2e-03         5.5e-01         2.0e-03


LQenujj_M500
   variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
          nocut               -               -               -               -              0.02              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
           skim               -               -               -               -              0.02              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
      PassBPTX0          0.0000          1.0000               -               -              0.02              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
   PassPhysDecl            -inf            +inf               -               -              0.02              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
PassBeamScraping          0.0000          1.0000               -               -              0.02              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
PassPrimaryVertex          0.0000          1.0000               -               -              0.02              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
PassHBHENoiseFilter            -inf            +inf               -               -              0.02              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
        PassHLT            -inf            +inf               -               -              0.02              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
       nEle_all            -inf            +inf               -               -              0.02              0.00         1.0e+00         0.0e+00         1.0e+00         0.0e+00
