ZJetMadgraph
             variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
 mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -         2241.8828          328.1856          1.0000          0.2070      6.5683e-06      9.6153e-07
 maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -         2241.8828          328.1856          1.0000          0.2070      6.5683e-06      9.6153e-07
               Mee_presel         50.0000            +inf               -               -         2187.4539          327.6213          0.9757          0.2043      6.4089e-06      9.5987e-07
           Mee_TwoEleOnly            -inf            +inf               -               -         2187.4539          327.6213          1.0000          0.2118      6.4089e-06      9.5987e-07
      nJet_TwoEleOnly_All            -inf            +inf               -               -         2187.4539          327.6213          1.0000          0.2118      6.4089e-06      9.5987e-07
   nJet_TwoEleOnly_EtaCut            -inf            +inf               -               -         2187.4539          327.6213          1.0000          0.2118      6.4089e-06      9.5987e-07
                 nJet_all            -inf            +inf               -               -         2187.4539          327.6213          1.0000          0.2118      6.4089e-06      9.5987e-07
               nJet_PtCut            -inf            +inf               -               -         2187.4539          327.6213          1.0000          0.2118      6.4089e-06      9.5987e-07
       nJet_PtCut_noOvrlp            -inf            +inf               -               -         2187.4539          327.6213          1.0000          0.2118      6.4089e-06      9.5987e-07
    nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -          284.5169           57.7847          0.1301      3.2823e-02      8.3358e-07      1.6930e-07
      Pt1stJet_noOvrlp_ID         30.0000            +inf               -               -          284.5169           57.7847          1.0000          0.2872      8.3358e-07      1.6930e-07
     Eta1stJet_noOvrlp_ID            -inf            +inf               -               -          284.5169           57.7847          1.0000          0.2872      8.3358e-07      1.6930e-07
    mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -          284.5169           57.7847          1.0000          0.2872      8.3358e-07      1.6930e-07
      Pt2ndJet_noOvrlp_ID         30.0000            +inf               -               -          284.5169           57.7847          1.0000          0.2872      8.3358e-07      1.6930e-07
     Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -          284.5169           57.7847          1.0000          0.2872      8.3358e-07      1.6930e-07
    mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -          278.1053           57.4279          0.9775          0.2831      8.1480e-07      1.6825e-07
   maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -          278.1053           57.4279          1.0000          0.2920      8.1480e-07      1.6825e-07
       minDRej_selecPairs          0.7000            +inf               -               -          270.8796           56.9720          0.9740          0.2871      7.9363e-07      1.6692e-07
       minDRej_unselPairs          0.7000            +inf               -               -          264.2204           56.5815          0.9754          0.2928      7.7412e-07      1.6577e-07
             nJet_PAS_All            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
          nJet_PAS_EtaCut            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
             Pt1stEle_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
            Eta1stEle_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
             Pt2ndEle_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
            Eta2ndEle_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
                  Mee_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
                sTele_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
             Pt1stJet_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
            Eta1stJet_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
             Pt2ndJet_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
            Eta2ndJet_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
                  Mjj_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
                sTjet_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
                   sT_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
          Mej_1stPair_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
          Mej_2ndPair_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
                pfMET_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
                tcMET_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
              caloMET_PAS            -inf            +inf               -               -          264.2204           56.5815          1.0000          0.3028      7.7412e-07      1.6577e-07
                      Mee        110.0000            +inf               -               -          125.3706           36.9425          0.4745          0.1728      3.6731e-07      1.0823e-07
                       sT            -inf            +inf               -               -          125.3706           36.9425          1.0000          0.4167      3.6731e-07      1.0823e-07
                sT_MLQ250        394.0000            +inf               -               -            4.4742            1.0325      3.5688e-02      1.3357e-02      1.3109e-08      3.0249e-09
                sT_MLQ280        422.0000            +inf               -               -            4.4742            1.0325          1.0000          0.3263      1.3109e-08      3.0249e-09
                sT_MLQ300        440.0000            +inf               -               -            4.2997            1.0176          0.9610          0.3177      1.2597e-08      2.9815e-09
             minDeltaR_ej            -inf            +inf               -               -            4.2997            1.0176          1.0000          0.3347      1.2597e-08      2.9815e-09
             maxDeltaR_ej            -inf            +inf               -               -            4.2997            1.0176          1.0000          0.3347      1.2597e-08      2.9815e-09
              Mej_1stPair            -inf            +inf               -               -            4.2997            1.0176          1.0000          0.3347      1.2597e-08      2.9815e-09
              Mej_2ndPair            -inf            +inf               -               -            4.2997            1.0176          1.0000          0.3347      1.2597e-08      2.9815e-09
                sT_MLQ320        457.0000            +inf               -               -            4.2997            1.0176          1.0000          0.3347      1.2597e-08      2.9815e-09
                sT_MLQ340        473.0000            +inf               -               -            4.0582            0.9886          0.9438          0.3206      1.1890e-08      2.8963e-09
                sT_MLQ400        520.0000            +inf               -               -            3.8635            0.9692          0.9520          0.3329      1.1319e-08      2.8396e-09


WW
             variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
                    nocut               -               -               -               -       468700.0000        0.0000e+00          1.0000      0.0000e+00          1.0000      0.0000e+00
                     skim               -               -               -               -       213914.4056          665.6946          0.4564      1.4203e-03          0.4564      1.4203e-03
                PassBPTX0          0.0000          1.0000               -               -       213914.4056          665.6946          1.0000      4.4010e-03          0.4564      1.4203e-03
             PassPhysDecl            -inf            +inf               -               -       213914.4056          665.6946          1.0000      4.4010e-03          0.4564      1.4203e-03
         PassBeamScraping          0.0000          1.0000               -               -       213914.4056          665.6946          1.0000      4.4010e-03          0.4564      1.4203e-03
        PassPrimaryVertex          0.0000          1.0000               -               -       213800.0699          665.6946          0.9995      4.3998e-03          0.4562      1.4203e-03
                  PassHLT            -inf            +inf               -               -       213800.0699          665.6946          1.0000      4.4033e-03          0.4562      1.4203e-03
                 nEle_all            -inf            +inf               -               -       213800.0699          665.6946          1.0000      4.4033e-03          0.4562      1.4203e-03
               nEle_PtCut            -inf            +inf               -               -       213800.0699          665.6946          1.0000      4.4033e-03          0.4562      1.4203e-03
 nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -         1600.6993           77.9682      7.4869e-03      3.6542e-04      3.4152e-03      1.6635e-04
   Pt1stEle_IDISO_NoOvrlp         30.0000            +inf               -               -         1600.6993           77.9682          1.0000      6.8885e-02      3.4152e-03      1.6635e-04
  Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -         1600.6993           77.9682          1.0000      6.8885e-02      3.4152e-03      1.6635e-04
 mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -         1600.6993           77.9682          1.0000      6.8885e-02      3.4152e-03      1.6635e-04
   Pt2ndEle_IDISO_NoOvrlp         30.0000            +inf               -               -         1600.6993           77.9682          1.0000      6.8885e-02      3.4152e-03      1.6635e-04
  Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -         1600.6993           77.9682          1.0000      6.8885e-02      3.4152e-03      1.6635e-04
 mEta2ndEle_IDISO_NoOvrlp            -inf          2.5000               -               -         1600.6993           77.9682          1.0000      6.8885e-02      3.4152e-03      1.6635e-04
 maxMEtaEles_IDISO_NoOvrl            -inf            +inf               -               -         1600.6993           77.9682          1.0000      6.8885e-02      3.4152e-03      1.6635e-04
               Mee_presel         50.0000            +inf               -               -         1574.0210           77.3168          0.9833      6.8024e-02      3.3583e-03      1.6496e-04
           Mee_TwoEleOnly            -inf            +inf               -               -         1574.0210           77.3168          1.0000      6.9467e-02      3.3583e-03      1.6496e-04
      nJet_TwoEleOnly_All            -inf            +inf               -               -         1574.0210           77.3168          1.0000      6.9467e-02      3.3583e-03      1.6496e-04
   nJet_TwoEleOnly_EtaCut            -inf            +inf               -               -         1574.0210           77.3168          1.0000      6.9467e-02      3.3583e-03      1.6496e-04
                 nJet_all            -inf            +inf               -               -         1574.0210           77.3168          1.0000      6.9467e-02      3.3583e-03      1.6496e-04
               nJet_PtCut            -inf            +inf               -               -         1574.0210           77.3168          1.0000      6.9467e-02      3.3583e-03      1.6496e-04
       nJet_PtCut_noOvrlp            -inf            +inf               -               -         1574.0210           77.3168          1.0000      6.9467e-02      3.3583e-03      1.6496e-04
    nJet_PtCut_noOvrlp_ID          1.0000            +inf               -               -           72.4126           16.6103      4.6005e-02      1.0792e-02      1.5450e-04      3.5439e-05
      Pt1stJet_noOvrlp_ID         30.0000            +inf               -               -           72.4126           16.6103          1.0000          0.3244      1.5450e-04      3.5439e-05
     Eta1stJet_noOvrlp_ID            -inf            +inf               -               -           72.4126           16.6103          1.0000          0.3244      1.5450e-04      3.5439e-05
    mEta1stJet_noOvrlp_ID            -inf          3.0000               -               -           72.4126           16.6103          1.0000          0.3244      1.5450e-04      3.5439e-05
      Pt2ndJet_noOvrlp_ID         30.0000            +inf               -               -           72.4126           16.6103          1.0000          0.3244      1.5450e-04      3.5439e-05
     Eta2ndJet_noOvrlp_ID            -inf            +inf               -               -           72.4126           16.6103          1.0000          0.3244      1.5450e-04      3.5439e-05
    mEta2ndJet_noOvrlp_ID            -inf          3.0000               -               -           68.6014           16.1678          0.9474          0.3116      1.4637e-04      3.4495e-05
   maxMEtaJets_noOvrlp_ID            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
       minDRej_selecPairs          0.7000            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
       minDRej_unselPairs          0.7000            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
             nJet_PAS_All            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
          nJet_PAS_EtaCut            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
             Pt1stEle_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
            Eta1stEle_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
             Pt2ndEle_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
            Eta2ndEle_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
                  Mee_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
                sTele_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
             Pt1stJet_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
            Eta1stJet_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
             Pt2ndJet_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
            Eta2ndJet_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
                  Mjj_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
                sTjet_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
                   sT_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
          Mej_1stPair_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
          Mej_2ndPair_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
                pfMET_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
                tcMET_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
              caloMET_PAS            -inf            +inf               -               -           68.6014           16.1678          1.0000          0.3333      1.4637e-04      3.4495e-05
                      Mee        110.0000            +inf               -               -           34.3007           11.4325          0.5000          0.2041      7.3183e-05      2.4392e-05
                       sT            -inf            +inf               -               -           34.3007           11.4325          1.0000          0.4714      7.3183e-05      2.4392e-05
                sT_MLQ250        394.0000            +inf               -               -           11.4336            6.6007          0.3333          0.2222      2.4394e-05      1.4083e-05
                sT_MLQ280        422.0000            +inf               -               -           11.4336            6.6007          1.0000          0.8164      2.4394e-05      1.4083e-05
                sT_MLQ300        440.0000            +inf               -               -           11.4336            6.6007          1.0000          0.8164      2.4394e-05      1.4083e-05
             minDeltaR_ej            -inf            +inf               -               -           11.4336            6.6007          1.0000          0.8164      2.4394e-05      1.4083e-05
             maxDeltaR_ej            -inf            +inf               -               -           11.4336            6.6007          1.0000          0.8164      2.4394e-05      1.4083e-05
              Mej_1stPair            -inf            +inf               -               -           11.4336            6.6007          1.0000          0.8164      2.4394e-05      1.4083e-05
              Mej_2ndPair            -inf            +inf               -               -           11.4336            6.6007          1.0000          0.8164      2.4394e-05      1.4083e-05
                sT_MLQ320        457.0000            +inf               -               -           11.4336            6.6007          1.0000          0.8164      2.4394e-05      1.4083e-05
                sT_MLQ340        473.0000            +inf               -               -           11.4336            6.6007          1.0000          0.8164      2.4394e-05      1.4083e-05
                sT_MLQ400        520.0000            +inf               -               -           11.4336            6.6007          1.0000          0.8164      2.4394e-05      1.4083e-05


QCDPt15
             variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs


TTbar_Madgraph
             variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
                    nocut               -               -               -               -      1798500.0000        0.0000e+00          1.0000      0.0000e+00          1.0000      0.0000e+00
                     skim               -               -               -               -      1248905.3912          680.1927          0.6944      3.7820e-04          0.6944      3.7820e-04
                PassBPTX0          0.0000          1.0000               -               -      1248905.3912          680.1927          1.0000      7.7022e-04          0.6944      3.7820e-04
             PassPhysDecl            -inf            +inf               -               -      1248905.3912          680.1927          1.0000      7.7022e-04          0.6944      3.7820e-04
         PassBeamScraping          0.0000          1.0000               -               -      1248879.9306          680.1927          1.0000      7.7022e-04          0.6944      3.7820e-04
        PassPrimaryVertex          0.0000          1.0000               -               -      1248301.6090          680.4085          0.9995      7.7018e-04          0.6941      3.7832e-04
                  PassHLT            -inf            +inf               -               -      1248301.6090          680.4085          1.0000      7.7084e-04          0.6941      3.7832e-04
                 nEle_all            -inf            +inf               -               -      1248301.6090          680.4085          1.0000      7.7084e-04          0.6941      3.7832e-04
               nEle_PtCut            -inf            +inf               -               -      1248301.6090          680.4085          1.0000      7.7084e-04          0.6941      3.7832e-04
 nEle_PtCut_IDISO_noOvrlp          1.0000            +inf               -               -         7329.0435           94.0705      5.8712e-03      7.5427e-05      4.0751e-03      5.2305e-05
   Pt1stEle_IDISO_NoOvrlp         30.0000            +inf               -               -         7329.0435           94.0705          1.0000      1.8152e-02      4.0751e-03      5.2305e-05
  Eta1stEle_IDISO_NoOvrlp            -inf            +inf               -               -         7329.0435           94.0705          1.0000      1.8152e-02      4.0751e-03      5.2305e-05
 mEta1stEle_IDISO_NoOvrlp            -inf          2.5000               -               -         7329.0435           94.0705          1.0000      1.8152e-02      4.0751e-03      5.2305e-05
   Pt2ndEle_IDISO_NoOvrlp         30.0000            +inf               -               -         7329.0435           94.0705          1.0000      1.8152e-02      4.0751e-03      5.2305e-05
  Eta2ndEle_IDISO_NoOvrlp            -inf            +inf               -               -         7329.0435           94.0705          1.0000      1.8152e-02      4.0751e-03      5.2305e-05
